City,State,Lat,Lng,Date,MannerOfDeath,Armed,Age,Gender,Race,MentalIllness,ThreatLevel,Flee,BodyCamera,StateName,Year
Fremont,CA,37.54827,-121.98857,2015-07-20,shot,knife,54,Male,Unknown,False,other,Not fleeing,False,California,2015
White,GA,34.28287,-84.74521,2015-07-21,shot,unarmed,47,Male,"White, non-Hispanic",False,other,Not fleeing,False,Georgia,2015
Oakland Park,FL,26.17231,-80.13199,2015-07-21,shot,gun,24,Male,"White, non-Hispanic",False,other,Car,False,Florida,2015
Jesup,GA,31.60785,-81.88634,2015-07-21,shot,gun,35,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Georgia,2015
Monroe,WI,42.60112,-89.63845,2015-07-22,shot,gun,25,Male,Hispanic,False,attack,Not fleeing,False,Wisconsin,2015
Oklahoma City,OK,35.46756,-97.51643,2015-07-22,shot and Tasered,knife,26,Male,"Black, non-Hispanic",False,other,Other,False,Oklahoma,2015
Philadelphia,PA,39.95233,-75.16379,2015-07-22,shot,gun,27,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Pennsylvania,2015
Dayton,OH,39.75895,-84.19161,2015-07-23,shot,gun,34,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Ohio,2015
Plymouth,MN,45.01052,-93.45551,2015-07-23,shot and Tasered,unarmed,31,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Minnesota,2015
Myrtle Beach,SC,33.68906,-78.88669,2015-07-23,shot,gun,32,Male,"White, non-Hispanic",False,attack,Not fleeing,False,South Carolina,2015
Douglas,WY,42.75969,-105.38221,2015-07-23,shot,toy weapon,47,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wyoming,2015
Meadow Vista,CA,39.00101,-121.02189,2015-07-23,shot,gun,44,Female,"White, non-Hispanic",True,attack,Not fleeing,False,California,2015
Studio City,CA,34.14862,-118.39647,2015-07-24,shot,gun,44,Male,"White, non-Hispanic",False,attack,Not fleeing,False,California,2015
Pinnacle,NC,36.32931,-80.43311,2015-07-24,shot and Tasered,knife,30,Male,"White, non-Hispanic",False,other,Not fleeing,False,North Carolina,2015
New Orleans,LA,29.95465,-90.07507,2015-07-25,shot,blunt object,60,Male,"White, non-Hispanic",True,attack,Car,False,Louisiana,2015
Decatur,GA,33.77483,-84.29631,2015-07-25,shot,gun,50,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Georgia,2015
Las Vegas,NV,36.17497,-115.13722,2015-07-25,shot,toy weapon,36,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Nevada,2015
Micanopy,FL,29.50469,-82.27982,2015-07-25,shot,gun,59,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Florida,2015
Shreveport,LA,32.52515,-93.75018,2015-07-26,shot,gun,33,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Louisiana,2015
Seneca,SC,34.68566,-82.9532,2015-07-26,shot,vehicle,19,Male,"White, non-Hispanic",False,other,Other,False,South Carolina,2015
Irmo,SC,34.08598,-81.18315,2015-07-27,shot,knife,56,Male,"White, non-Hispanic",False,attack,Not fleeing,False,South Carolina,2015
Houma,LA,29.59577,-90.71953,2015-07-27,shot,toy weapon,45,Male,"White, non-Hispanic",True,attack,Car,False,Louisiana,2015
Boulder,CO,40.01499,-105.27055,2015-07-27,shot and Tasered,knife,22,Male,"White, non-Hispanic",False,other,Not fleeing,False,Colorado,2015
Manila,AR,35.88007,-90.16704,2015-07-28,shot,knife,41,Male,Unknown,False,other,Not fleeing,False,Arkansas,2015
Las Cruces,NM,32.31232,-106.77834,2015-07-29,shot,gun,34,Male,Hispanic,False,undetermined,Foot,False,New Mexico,2015
Logan,UT,41.73549,-111.83439,2015-07-29,shot,gun,53,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Utah,2015
Gardnerville Ranchos,NV,38.88824,-119.74129,2015-07-30,shot,gun,48,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Nevada,2015
Dunsmuir,CA,41.20821,-122.27195,2015-07-30,shot,gun,25,Male,"White, non-Hispanic",False,attack,Car,False,California,2015
Fort Worth,TX,32.72541,-97.32085,2015-07-30,shot,gun,30,Male,Hispanic,False,attack,Not fleeing,False,Texas,2015
Whittier,CA,33.97918,-118.03284,2015-07-30,shot and Tasered,metal stick,47,Male,Hispanic,False,attack,Not fleeing,False,California,2015
Albuquerque,NM,35.08449,-106.65114,2015-07-31,shot,gun,33,Male,Hispanic,False,attack,Not fleeing,True,New Mexico,2015
Roswell,NM,33.39437,-104.52491,2015-07-31,shot,gun,34,Male,"White, non-Hispanic",False,attack,Not fleeing,False,New Mexico,2015
Nitro,WV,38.41481,-81.84402,2015-08-01,shot,gun,52,Male,Unknown,False,attack,Not fleeing,False,West Virginia,2015
Tucson,AZ,32.22174,-110.92648,2015-08-01,shot,gun,29,Male,Hispanic,False,attack,Not fleeing,False,Arizona,2015
Houston,TX,29.76328,-95.36327,2015-08-02,shot,vehicle,63,Male,"White, non-Hispanic",True,other,Not fleeing,False,Texas,2015
Oakland,CA,37.80437,-122.2708,2015-08-03,shot,gun,49,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2015
Campbelltown,PA,40.277589999999996,-76.58525,2015-08-03,shot,gun,18,Male,"White, non-Hispanic",False,attack,Foot,False,Pennsylvania,2015
Muncie,IN,40.19338,-85.38636,2015-08-03,shot,toy weapon,35,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Indiana,2015
Rantoul,IL,40.30837,-88.15588,2015-08-04,shot,gun,31,Male,"Black, non-Hispanic",True,undetermined,Not fleeing,True,Illinois,2015
Louisville,KY,38.25424,-85.75941,2015-08-05,shot,knife,18,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Kentucky,2015
Greenfield,WI,42.9614,-88.01259,2015-08-05,shot,knife,51,Male,"White, non-Hispanic",True,other,Not fleeing,False,Wisconsin,2015
Richmond,VA,37.55376,-77.46026,2015-08-05,shot,gun,20,Male,"Black, non-Hispanic",False,attack,Foot,False,Virginia,2015
Antioch,TN,35.789790000000004,-88.97423,2015-08-05,shot,hatchet,29,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Tennessee,2015
Tacoma,WA,47.25288,-122.44429,2015-08-05,shot,gun,40,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Washington,2015
Elsmere,KY,39.01256,-84.60467,2015-08-06,shot,knife,42,Male,Hispanic,False,attack,Not fleeing,False,Kentucky,2015
El Paso,TX,31.75872,-106.48693,2015-08-06,shot,gun,22,Male,"Black, non-Hispanic",False,attack,Car,False,Texas,2015
Arlington,TX,32.73569,-97.10807,2015-08-07,shot,unarmed,19,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Texas,2015
Las Vegas,NV,36.17497,-115.13722,2015-08-07,shot,sharp object,24,Male,Hispanic,True,other,Not fleeing,True,Nevada,2015
Fresno,CA,36.74773,-119.77237,2015-08-07,shot,toy weapon,30,Male,"White, non-Hispanic",True,attack,Not fleeing,False,California,2015
Superior,MT,47.19159,-114.8918,2015-08-07,shot,vehicle,53,Male,"White, non-Hispanic",False,other,Car,False,Montana,2015
Greenville,NC,35.61266,-77.36635,2015-08-07,shot,gun,25,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,North Carolina,2015
Long Beach,CA,33.76696,-118.18923,2015-08-07,shot,knife,28,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2015
Brookshire,TX,29.78606,-95.95107,2015-08-08,shot,gun,33,Male,Unknown,False,attack,Not fleeing,False,Texas,2015
Summerville,SC,33.0185,-80.17565,2015-08-08,shot,gun,24,Male,"Black, non-Hispanic",False,attack,Car,False,South Carolina,2015
Gastonia,NC,35.26208,-81.1873,2015-08-08,shot,gun,59,Male,"White, non-Hispanic",False,attack,Not fleeing,False,North Carolina,2015
Spokane,WA,47.65966,-117.42908,2015-08-08,shot,gun,46,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Washington,2015
Indianapolis,IN,39.76838,-86.15804,2015-08-09,shot,vehicle,15,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Indiana,2015
Ardmore,OK,34.17426,-97.14363,2015-08-09,shot,gun,41,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Oklahoma,2015
Pittston,PA,41.32591,-75.78936,2015-08-09,shot,toy weapon,77,Male,Unknown,True,attack,Not fleeing,False,Pennsylvania,2015
San Jose,CA,37.33939,-121.89496,2015-08-09,shot,meat cleaver,22,Male,Hispanic,False,attack,Foot,False,California,2015
Gilbert,AZ,33.35283,-111.78903,2015-08-10,shot,vehicle,24,Male,"White, non-Hispanic",False,other,Not fleeing,False,Arizona,2015
Sandpoint,ID,48.27659,-116.55325,2015-08-11,shot,gun,34,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Idaho,2015
Waco,TX,31.54933,-97.14667,2015-08-11,shot and Tasered,knife,48,Male,"White, non-Hispanic",False,other,Not fleeing,False,Texas,2015
Odessa,TX,31.84568,-102.36764,2015-08-12,shot,gun,24,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Oakland,CA,37.80437,-122.2708,2015-08-12,shot,gun,27,Male,"Black, non-Hispanic",False,attack,Car,True,California,2015
Los Angeles,CA,34.05223,-118.24368,2015-08-12,shot and Tasered,knife,30,Female,"Black, non-Hispanic",False,other,Not fleeing,False,California,2015
Hemet,CA,33.74761,-116.97307,2015-08-12,shot,gun,27,Male,Hispanic,False,attack,Car,False,California,2015
Toledo,OH,41.66394,-83.55521,2015-08-12,shot,gun,27,Male,"Black, non-Hispanic",False,attack,Car,False,Ohio,2015
Hobbs,NM,32.70261,-103.13604,2015-08-12,shot,gun,49,Male,"White, non-Hispanic",False,undetermined,Car,False,New Mexico,2015
Staten Island,NY,40.56233,-74.13986,2015-08-14,shot,gun,38,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,New York,2015
Boerne,TX,29.79466,-98.73197,2015-08-14,shot,gun,26,Male,Hispanic,False,attack,Not fleeing,False,Texas,2015
District Heights,MD,38.85761,-76.88942,2015-08-14,shot,unarmed,30,Male,"Black, non-Hispanic",True,attack,Foot,False,Maryland,2015
Bolton,CT,41.76899,-72.43342,2015-08-14,shot and Tasered,box cutter,53,Male,"White, non-Hispanic",False,attack,Car,False,Connecticut,2015
Hanover,IN,38.71423,-85.47357,2015-08-15,shot and Tasered,unarmed,43,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Indiana,2015
Sunnyvale,CA,37.36883,-122.03635,2015-08-15,shot,gun,23,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2015
Inyokern,CA,35.6469,-117.81257,2015-08-15,shot,Unknown,34,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2015
Carson City,NV,39.1638,-119.7674,2015-08-15,shot,gun,30,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Nevada,2015
San Jose,CA,37.33939,-121.89496,2015-08-16,shot,gun,29,Male,Hispanic,False,other,Not fleeing,False,California,2015
Kerrville,TX,30.04743,-99.14032,2015-08-16,shot,gun,47,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Houston,TX,29.76328,-95.36327,2015-08-17,shot,gun,35,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
San Jose,CA,37.33939,-121.89496,2015-08-17,shot,unarmed,40,Male,Hispanic,False,other,Foot,False,California,2015
St. Louis,MO,38.62727,-90.19789,2015-08-19,shot,gun,18,Male,"Black, non-Hispanic",False,attack,Foot,False,Missouri,2015
St. Louis,MO,38.62727,-90.19789,2015-08-19,shot,gun,18,Male,"Black, non-Hispanic",False,attack,Foot,False,Missouri,2015
Bloomfield,MI,42.5756,-83.27342,2015-08-19,shot,gun,24,Male,"Black, non-Hispanic",False,attack,Car,False,Michigan,2015
Hunters,WA,48.11683,-118.20193,2015-08-19,shot,gun,29,Male,"White, non-Hispanic",True,attack,Foot,False,Washington,2015
Canton,NC,35.53288,-82.83736,2015-08-19,shot,gun,44,Male,"White, non-Hispanic",True,attack,Not fleeing,False,North Carolina,2015
Beverly,OH,39.54785,-81.63957,2015-08-20,shot,gun,19,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Ohio,2015
Tuscaloosa,AL,33.20984,-87.56917,2015-08-20,shot and Tasered,unarmed,50,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Alabama,2015
Ontario,CA,34.06334,-117.65089,2015-08-20,shot,gun,17,Male,Hispanic,True,attack,Not fleeing,False,California,2015
Grapeview,WA,47.33176,-122.83514,2015-08-21,shot,gun,57,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Washington,2015
North East,MD,39.60011,-75.94133,2015-08-21,shot,vehicle,30,Male,"White, non-Hispanic",False,attack,Car,False,Maryland,2015
Wake Forest,NC,35.97987,-78.50972,2015-08-21,shot,knife,38,Male,"White, non-Hispanic",False,other,Not fleeing,False,North Carolina,2015
Cohasset,MN,47.26356,-93.62022,2015-08-22,shot,gun,31,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Minnesota,2015
Troy,NY,42.72841,-73.69179,2015-08-22,shot and Tasered,gun,39,Male,"Black, non-Hispanic",False,attack,Foot,False,New York,2015
Bakersfield,CA,35.37329,-119.01871,2015-08-22,shot,carjack,29,Male,"White, non-Hispanic",False,undetermined,Not fleeing,False,California,2015
Wichita,KS,37.69224,-97.33754,2015-08-22,shot,vehicle,26,Male,"White, non-Hispanic",False,attack,Car,False,Kansas,2015
King George,VA,38.26818,-77.18442,2015-08-22,shot,knife,64,Male,"White, non-Hispanic",False,other,Not fleeing,False,Virginia,2015
Jacksonville,FL,30.33218,-81.65565,2015-08-23,shot,gun,36,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Florida,2015
Arab,AL,34.31815,-86.49582,2015-08-23,shot,gun,36,Male,"White, non-Hispanic",False,attack,Car,False,Alabama,2015
Archdale,NC,35.91458,-79.97198,2015-08-23,shot,gun,53,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,North Carolina,2015
Las Vegas,NV,36.17497,-115.13722,2015-08-23,shot,gun,57,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Nevada,2015
Santa Fe,NM,35.68698,-105.9378,2015-08-25,shot,gun,30,Male,Hispanic,False,attack,Foot,False,New Mexico,2015
West Chester,PA,39.96097,-75.60804,2015-08-25,shot,knife,34,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Pennsylvania,2015
Thonotosassa,FL,28.06141,-82.30231,2015-08-25,shot,gun,53,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Florida,2015
Phoenix,AZ,33.44838,-112.07404,2015-08-25,shot,gun,45,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Arizona,2015
Miami,FL,25.77427,-80.19366,2015-08-25,shot,gun,22,Male,Hispanic,False,attack,Not fleeing,False,Florida,2015
Hendersonville,TN,36.30477,-86.62,2015-08-26,shot,toy weapon,22,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Tennessee,2015
Chattanooga,TN,35.04563,-85.30968,2015-08-26,shot,gun,46,Male,"White, non-Hispanic",False,attack,Car,False,Tennessee,2015
West Jordan,UT,40.60967,-111.9391,2015-08-26,shot,gun,27,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Utah,2015
Dallas,TX,32.78306,-96.80667,2015-08-27,shot and Tasered,box cutter,42,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Oakland,CA,37.80437,-122.2708,2015-08-27,shot,chain,30,Male,"Black, non-Hispanic",False,attack,Not fleeing,True,California,2015
San Diego,CA,32.71533,-117.15726,2015-08-27,shot,box cutter,54,Male,"White, non-Hispanic",False,other,Not fleeing,True,California,2015
Los Angeles,CA,34.05223,-118.24368,2015-08-27,shot,contractor's level,29,Male,Hispanic,False,attack,Not fleeing,False,California,2015
San Antonio,TX,29.42412,-98.49363,2015-08-28,shot,undetermined,41,Male,Hispanic,True,undetermined,Not fleeing,False,Texas,2015
Spanish Fork,UT,40.11496,-111.65492,2015-08-28,shot,gun,28,Male,"White, non-Hispanic",True,attack,Not fleeing,True,Utah,2015
Mount Vernon,NY,40.9126,-73.83708,2015-08-28,shot,unarmed,61,Male,"Black, non-Hispanic",False,other,Not fleeing,False,New York,2015
Longview,TX,32.5007,-94.74049,2015-08-28,shot,gun,23,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
North Las Vegas,NV,36.19886,-115.1175,2015-08-29,shot,gun,25,Male,"Black, non-Hispanic",False,attack,Foot,False,Nevada,2015
Chicago,IL,41.85003,-87.65005,2015-08-29,shot,unarmed,29,Male,Hispanic,False,undetermined,Car,False,Illinois,2015
Cushing,OK,35.98506,-96.76697,2015-08-30,shot,gun,20,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Oklahoma,2015
Tucson,AZ,32.22174,-110.92648,2015-08-30,shot,gun,40,Male,Hispanic,False,attack,Not fleeing,False,Arizona,2015
Loveland,CO,40.39776,-105.07498,2015-08-31,shot,knife,45,Male,"White, non-Hispanic",False,attack,Foot,False,Colorado,2015
Bluefield,WV,37.26984,-81.22232,2015-09-01,shot,guns and explosives,33,Male,"Black, non-Hispanic",False,attack,Foot,False,West Virginia,2015
Twinsburg,OH,41.31256,-81.44011,2015-09-01,shot,gun,76,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Ohio,2015
Artesia,NM,32.84233,-104.4033,2015-09-01,shot,gun,47,Male,"White, non-Hispanic",False,attack,Not fleeing,False,New Mexico,2015
Prescott,AZ,34.54002,-112.4685,2015-09-02,shot,gun,45,Male,"White, non-Hispanic",True,attack,Not fleeing,True,Arizona,2015
Fresno,CA,36.74773,-119.77237,2015-09-03,shot,unarmed,40,Male,Hispanic,True,attack,Not fleeing,True,California,2015
Mitchell,SD,43.70943,-98.0298,2015-09-04,shot,gun,37,Male,"White, non-Hispanic",True,attack,Not fleeing,False,South Dakota,2015
French Lick,IN,38.54894,-86.61999,2015-09-04,shot and Tasered,metal pipe,49,Male,Hispanic,False,attack,Not fleeing,False,Indiana,2015
Weitchpec,CA,41.18818,-123.70839,2015-09-04,shot,gun,27,Male,"White, non-Hispanic",False,attack,Car,False,California,2015
Springtown,TX,32.96596,-97.68364,2015-09-04,shot,gun,36,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Merrimack,NH,42.86509,-71.4934,2015-09-04,shot,knife,23,Male,"White, non-Hispanic",True,other,Not fleeing,False,New Hampshire,2015
Durham,NC,35.99403,-78.89862,2015-09-05,shot,toy weapon,21,Male,"Black, non-Hispanic",True,attack,Not fleeing,False,North Carolina,2015
Ontario,CA,34.06334,-117.65089,2015-09-05,shot,metal pipe,32,Male,Hispanic,True,other,Not fleeing,True,California,2015
Virginia Beach,VA,36.85293,-75.97799,2015-09-05,shot,gun,35,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Virginia,2015
Virginia Beach,VA,36.85293,-75.97799,2015-09-05,shot,unarmed,28,Female,"Black, non-Hispanic",False,undetermined,Not fleeing,False,Virginia,2015
Little Havana,FL,25.76806,-80.23306,2015-09-06,shot,gun,59,Male,Hispanic,False,attack,Car,False,Florida,2015
Shreveport,LA,32.52515,-93.75018,2015-09-06,shot,gun,28,Male,"Black, non-Hispanic",True,attack,Car,False,Louisiana,2015
Hobbs,NM,32.70261,-103.13604,2015-09-06,shot,gun,45,Male,"White, non-Hispanic",False,attack,Not fleeing,False,New Mexico,2015
Fresno,CA,36.74773,-119.77237,2015-09-07,shot,metal pipe,45,Male,Hispanic,False,other,Foot,True,California,2015
Fairbanks,AK,64.83778,-147.71639,2015-09-08,shot,gun,19,Male,Native American,False,attack,Not fleeing,False,Alaska,2015
Ashwaubenon,WI,44.48221,-88.0701,2015-09-09,shot,gun,25,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wisconsin,2015
Kansas City,MO,39.09973,-94.57857,2015-09-09,shot,guns and explosives,37,Male,"Black, non-Hispanic",True,other,Not fleeing,False,Missouri,2015
Fairbanks,AK,64.83778,-147.71639,2015-09-09,shot,gun,33,Male,Native American,False,attack,Car,False,Alaska,2015
El Monte,CA,34.06862,-118.02757,2015-09-09,shot,knife,59,Male,Asian,False,attack,Not fleeing,False,California,2015
Potsdam,NY,44.66978,-74.98131,2015-09-10,shot,knife,31,Male,Asian,False,attack,Not fleeing,False,New York,2015
Fontana,CA,34.09223,-117.43505,2015-09-10,shot,knife,35,Male,Unknown,True,other,Not fleeing,False,California,2015
Indianapolis,IN,39.76838,-86.15804,2015-09-10,shot,gun,29,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Indiana,2015
Lodi,CA,38.1302,-121.27245,2015-09-10,shot,gun,32,Male,"White, non-Hispanic",False,attack,Foot,False,California,2015
Downey,CA,33.94001,-118.13257,2015-09-10,shot,gun,41,Male,Hispanic,False,attack,Car,False,California,2015
Chester,PA,39.84967,-75.35707,2015-09-11,shot,gun,31,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Pennsylvania,2015
Broomfield,CO,39.92054,-105.08665,2015-09-11,shot,gun,44,Male,"White, non-Hispanic",False,attack,Car,False,Colorado,2015
Sylacauga,AL,33.17317,-86.25164,2015-09-12,shot,undetermined,23,Male,"White, non-Hispanic",False,undetermined,Other,False,Alabama,2015
Wellman,IA,41.46418,-91.83823,2015-09-13,shot,gun,39,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Iowa,2015
McAlester,OK,34.93343,-95.76971,2015-09-13,shot,gun,67,Male,"Black, non-Hispanic",True,attack,Not fleeing,False,Oklahoma,2015
Clute,TX,29.02469,-95.39883,2015-09-13,shot,gun,29,Male,"White, non-Hispanic",False,attack,Car,False,Texas,2015
Princeton,KY,37.10922,-87.88196,2015-09-14,shot,gun,25,Male,"Black, non-Hispanic",False,attack,Car,False,Kentucky,2015
Barstow,CA,34.89859,-117.02282,2015-09-14,shot,unarmed,28,Male,"White, non-Hispanic",True,attack,Not fleeing,False,California,2015
Chalmette,LA,29.94296,-89.96537,2015-09-15,shot,unknown weapon,21,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Louisiana,2015
Panorama City,CA,34.22473,-118.44981,2015-09-15,shot,gun,32,Male,Hispanic,False,attack,Not fleeing,True,California,2015
Miami,FL,25.77427,-80.19366,2015-09-15,shot,gun,51,Male,Hispanic,True,undetermined,Car,False,Florida,2015
Los Angeles,CA,34.05223,-118.24368,2015-09-15,shot,gun,39,Male,Hispanic,False,attack,Not fleeing,False,California,2015
Alexandria,LA,31.31129,-92.44514,2015-09-15,shot,gun,27,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Louisiana,2015
Lead,SD,44.35221,-103.7652,2015-09-16,shot,gun,31,Male,"White, non-Hispanic",True,attack,Foot,False,South Dakota,2015
Beaverton,MI,43.88225,-84.48473,2015-09-17,shot,gun,50,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Michigan,2015
San Bernardino,CA,34.10834,-117.28977,2015-09-18,shot,vehicle,32,Male,"White, non-Hispanic",False,undetermined,Car,False,California,2015
Dickson,TN,36.077,-87.38779,2015-09-18,shot,undetermined,47,Male,"White, non-Hispanic",False,undetermined,Not fleeing,False,Tennessee,2015
Slidell,LA,30.27519,-89.78117,2015-09-19,shot,gun,46,Male,"White, non-Hispanic",False,attack,Car,False,Louisiana,2015
Harrisonburg,VA,38.44957,-78.86892,2015-09-20,shot,gun,23,Male,"White, non-Hispanic",False,attack,Not fleeing,True,Virginia,2015
Shelbyville,IN,39.52144,-85.77692,2015-09-20,shot,gun,56,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Indiana,2015
Dallas,TX,32.78306,-96.80667,2015-09-21,shot,gun,24,Male,Hispanic,True,attack,Not fleeing,False,Texas,2015
Sand City,CA,36.61718,-121.84829,2015-09-21,shot,gun,27,Male,"White, non-Hispanic",False,attack,Not fleeing,False,California,2015
Sand City,CA,36.61718,-121.84829,2015-09-21,shot,gun,23,Female,"White, non-Hispanic",False,attack,Not fleeing,False,California,2015
Paris,TX,33.66094,-95.55551,2015-09-21,shot and Tasered,unarmed,21,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Barberville,FL,29.1872,-81.4209,2015-09-21,shot,gun,26,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Florida,2015
Auburndale,FL,28.0653,-81.78869,2015-09-21,shot,stapler,34,Male,Hispanic,False,other,Foot,False,Florida,2015
Oakland,CA,37.80437,-122.2708,2015-09-22,shot,gun,32,Male,"Black, non-Hispanic",False,attack,Car,False,California,2015
Niceville,FL,30.51686,-86.48217,2015-09-22,shot,gun,33,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Florida,2015
Happy Valley,CA,38.29992,-120.68382,2015-09-22,shot,gun,55,Male,"White, non-Hispanic",True,attack,Not fleeing,False,California,2015
North Las Vegas,NV,36.19886,-115.1175,2015-09-22,shot,gun,26,Male,Unknown,False,attack,Not fleeing,False,Nevada,2015
Salt Lake City,UT,40.76078,-111.89105,2015-09-23,shot,knife,48,Male,Other,False,attack,Not fleeing,False,Utah,2015
McKinney,TX,33.19762,-96.61527,2015-09-23,shot,gun,35,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2015
Reisterstown,MD,39.46976,-76.8319,2015-09-23,shot,unarmed,19,Male,"Black, non-Hispanic",False,other,Foot,False,Maryland,2015
Wilmington,DE,39.74595,-75.54659,2015-09-23,shot,gun,28,Male,"Black, non-Hispanic",True,undetermined,Not fleeing,False,Delaware,2015
Miami,FL,25.77427,-80.19366,2015-09-24,shot,knife,42,Male,Hispanic,False,attack,Not fleeing,False,Florida,2015
Fountain,CO,38.68222,-104.70081,2015-09-24,shot,gun,17,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Colorado,2015
Akron,OH,41.08144,-81.51901,2015-09-25,shot,unarmed,21,Male,"White, non-Hispanic",True,undetermined,Other,False,Ohio,2015
Chicago,IL,41.85003,-87.65005,2015-09-25,shot and Tasered,box cutter,33,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Illinois,2015
Wilhoit,AZ,34.42586,-112.58684,2015-09-25,shot,gun,45,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Arizona,2015
Baton Rouge,LA,30.45075,-91.15455,2015-09-26,shot,knife,46,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Louisiana,2015
Lovington,NM,32.94401,-103.34855,2015-09-26,shot,gun,23,Male,Hispanic,False,attack,Not fleeing,False,New Mexico,2015
Los Angeles,CA,34.05223,-118.24368,2015-09-27,shot,knife,37,Female,Hispanic,True,other,Not fleeing,True,California,2015
Rossville,GA,34.98313,-85.28607,2015-09-27,shot,gun,43,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Georgia,2015
Ponder,TX,33.1829,-97.28724,2015-09-27,shot,gun,40,Male,Hispanic,False,attack,Not fleeing,False,Texas,2015
Miami,FL,25.77427,-80.19366,2015-09-28,shot and Tasered,unarmed,31,Male,"Black, non-Hispanic",False,attack,Foot,False,Florida,2015
San Ysidro,CA,32.552,-117.04308,2015-09-28,shot,toy weapon,59,Male,Hispanic,False,attack,Not fleeing,True,California,2015
Rapid City,SD,44.08054,-103.23101,2015-09-29,shot,blunt object,46,Male,Native American,False,attack,Not fleeing,False,South Dakota,2015
Mora,MN,45.8769,-93.29384,2015-09-29,shot,unarmed,37,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Minnesota,2015
Beckley,WV,37.77817,-81.18816,2015-09-30,shot,gun,28,Male,"Black, non-Hispanic",False,attack,Car,False,West Virginia,2015
Sierra Vista,AZ,31.55454,-110.30369,2015-10-02,shot,gun,28,Male,Hispanic,False,attack,Car,False,Arizona,2015
Rialto,CA,34.1064,-117.37032,2015-10-02,shot and Tasered,knife,26,Male,Hispanic,False,attack,Not fleeing,False,California,2015
